show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duracao_min
s4990,Movie,Ricky Gervais: Humanity,John L. Spencer,United Kingdom,3/13/2018,2018,TV-MA,79 min,Stand-Up Comedy,79
s4991,Movie,Stretch Armstrong: The Breakout,Victor Cook,United States,3/13/2018,2018,TV-Y7,104 min,Children & Family Movies,104
s4994,Movie,The Outsider,Martin Zandvliet,United States,3/9/2018,2018,TV-MA,121 min,"Dramas, Thrillers",121
s4996,Movie,Ladies First,Uraaz Bahl,India,3/8/2018,2018,TV-G,40 min,"Documentaries, International Movies, Sports Movies",40
s4997,Movie,Bullet Head,"Paul Solet, Rick Benattar",Bulgaria,3/7/2018,2017,R,94 min,"International Movies, Thrillers",94
s4999,Movie,Gad Elmaleh: American Dream,Michael Simon,United States,3/6/2018,2018,TV-14,58 min,Stand-Up Comedy,58
s5003,Movie,Natalia Valdebenito: El especial,"Raúl Campos, Jan Suter",Chile,3/2/2018,2018,TV-MA,69 min,Stand-Up Comedy,69
s5004,Movie,Ravenous,Robin Aubert,Canada,3/2/2018,2017,TV-MA,104 min,"Horror Movies, International Movies",104
s5007,Movie,Battle Drone,Mitch Gould,United States,3/1/2018,2018,TV-MA,94 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",94
s5008,Movie,Dil Se,Mani Ratnam,India,3/1/2018,1998,TV-14,166 min,"Dramas, International Movies, Romantic Movies",166
s5009,Movie,Guru,Mani Ratnam,India,3/1/2018,2007,TV-PG,155 min,"Dramas, International Movies",155
s5010,Movie,Judwaa 2,David Dhawan,India,3/1/2018,2017,TV-14,145 min,"Action & Adventure, Comedies, International Movies",145
s5011,Movie,Love Beats Rhymes,RZA,United States,3/1/2018,2016,R,106 min,"Dramas, Music & Musicals, Romantic Movies",106
s5012,Movie,Schubert In Love,Lars Büchel,Germany,3/1/2018,2016,TV-14,94 min,"Comedies, International Movies",94
s5013,Movie,Shubh Aarambh,Amit Barot,India,3/1/2018,2017,TV-PG,127 min,"Dramas, International Movies, Romantic Movies",127
s5014,Movie,Something Huge,Carlo Padial,Spain,3/1/2018,2017,TV-MA,87 min,"Comedies, Independent Movies, International Movies",87
s5015,Movie,Swades,Ashutosh Gowariker,India,3/1/2018,2004,TV-PG,185 min,"Dramas, International Movies",185
s5016,Movie,Swearnet Live,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,3/1/2018,2014,TV-MA,75 min,"Comedies, International Movies",75
s5017,Movie,Trailer Park Boys Live at the North Pole,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,3/1/2018,2014,TV-MA,89 min,Movies,89
s5018,Movie,Trailer Park Boys Live In F**kin' Dublin,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,3/1/2018,2014,TV-MA,81 min,Movies,81
s5019,Movie,Trailer Park Boys: Say Goodnight to the Bad Guys,Mike Clattenburg,Canada,3/1/2018,2008,TV-MA,47 min,"Comedies, Cult Movies",47
s5020,Movie,Trailer Park Boys: Xmas Special,Mike Clattenburg,Canada,3/1/2018,2004,TV-MA,46 min,Movies,46
s5021,Movie,Tu Hai Mera Sunday,Milind Dhaimade,India,3/1/2018,2016,TV-14,125 min,"Comedies, Independent Movies, International Movies",125
s5022,Movie,Yuva,Mani Ratnam,India,3/1/2018,2004,TV-14,160 min,"Dramas, International Movies",160
s5023,Movie,반드시 잡는다,Hong-seon Kim,South Korea,2/28/2018,2017,TV-MA,110 min,"Dramas, International Movies, Thrillers",110
s5025,Movie,Marlon Wayans: Woke-ish,Marcus Raboy,United States,2/27/2018,2018,TV-MA,67 min,Stand-Up Comedy,67
s5026,Movie,Veronica,Paco Plaza,Spain,2/25/2018,2017,TV-MA,105 min,"Horror Movies, International Movies, Thrillers",105
s5029,Movie,Mute,Duncan Jones,United Kingdom,2/23/2018,2018,TV-MA,127 min,"Sci-Fi & Fantasy, Thrillers",127
s5032,Movie,Forgotten,Hang-Jun Jang,South Korea,2/21/2018,2017,TV-MA,109 min,"Dramas, International Movies, Thrillers",109
s5034,Movie,FullMetal Alchemist,Fumihiko Sori,Japan,2/19/2018,2017,TV-PG,134 min,"Action & Adventure, Dramas, International Movies",134
s5035,Movie,Agustín Aristarán: Soy Rada,Mariano Baez,Argentina,2/16/2018,2018,TV-MA,60 min,Stand-Up Comedy,60
s5038,Movie,Irreplaceable You,Stephanie Laing,United States,2/16/2018,2018,TV-MA,96 min,"Dramas, Romantic Movies",96
s5040,Movie,Chris Rock: Tamborine,Bo Burnham,United States,2/14/2018,2018,TV-MA,65 min,Stand-Up Comedy,65
s5041,Movie,Love Per Square Foot,Anand Tiwari,India,2/14/2018,2018,TV-14,133 min,"Comedies, International Movies, Romantic Movies",133
s5042,Movie,Seeing Allred,"Roberta Grossman, Sophie Sartain",United States,2/9/2018,2018,TV-14,96 min,Documentaries,96
s5043,Movie,The Ritual,David Bruckner,United Kingdom,2/9/2018,2018,TV-MA,95 min,"Horror Movies, International Movies, Thrillers",95
s5044,Movie,The Trader (Sovdagari),Tamta Gabrichidze,Georgia,2/9/2018,2018,TV-PG,24 min,"Documentaries, International Movies",24
s5045,Movie,When We First Met,Ari Sandel,United States,2/9/2018,2018,TV-14,97 min,"Comedies, Romantic Movies",97
s5046,Movie,Fred Armisen: Standup For Drummers,Lance Bangs,United States,2/6/2018,2018,TV-PG,65 min,"Music & Musicals, Stand-Up Comedy",65
s5048,Movie,The Cloverfield Paradox,Julius Onah,United States,2/5/2018,2018,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy",102
s5050,Movie,Kavin Jay: Everybody Calm Down!,Michael McKay,United States,2/2/2018,2018,TV-MA,53 min,Stand-Up Comedy,53
s5051,Movie,On Body and Soul,Ildiko Enyedi,Hungary,2/2/2018,2017,TV-MA,116 min,"Dramas, International Movies, Romantic Movies",116
s5052,Movie,The Bros,You-Jeong Chang,South Korea,2/2/2018,2017,TV-14,102 min,"Comedies, Dramas, International Movies",102
s5054,Movie,Newness,Drake Doremus,United States,2/1/2018,2017,TV-MA,117 min,"Dramas, Independent Movies, Romantic Movies",117
s5056,Movie,Expedition Happiness,Selima Taibi,Germany,1/31/2018,2017,TV-PG,96 min,"Documentaries, International Movies",96
s5057,Movie,Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,United States,1/30/2018,1998,TV-14,69 min,Stand-Up Comedy,69
s5059,Movie,Holy Camp!,"Javier Ambrossi, Javier Calvo",Spain,1/29/2018,2017,TV-MA,108 min,"Comedies, Dramas, Faith & Spirituality",108
s5060,Movie,A Futile and Stupid Gesture,David Wain,United States,1/26/2018,2018,TV-MA,102 min,Comedies,102
s5061,Movie,Fakkah Fuzz: Almost Banned,Michael McKay,Singapore,1/26/2018,2018,TV-MA,61 min,Stand-Up Comedy,61
s5063,Movie,Sebastián Marcelo Wainraich,"Raúl Campos, Jan Suter",Argentina,1/26/2018,2018,TV-MA,49 min,Stand-Up Comedy,49
s5065,Movie,Acts of Vengeance,Isaac Florentine,Bulgaria,1/25/2018,2017,R,87 min,"Action & Adventure, International Movies",87
s5069,Movie,Countdown to Death: Pablo Escobar,"Santiago Diaz, Pablo Martin Farina",Not Given,1/22/2018,2017,TV-MA,69 min,"Documentaries, International Movies",69
s5067,Movie,Ricardo Quevedo: Hay gente así,"Raúl Campos, Jan Suter",Colombia,1/24/2018,2018,TV-MA,59 min,Stand-Up Comedy,59
s5068,Movie,Todd Glass: Act Happy,Scott Moran,United States,1/23/2018,2018,TV-MA,63 min,Stand-Up Comedy,63
s5072,Movie,Harith Iskander: I Told You So,Michael McKay,United States,1/19/2018,2018,TV-14,62 min,Stand-Up Comedy,62
s5073,Movie,Step Sisters,Charles Stone III,United States,1/19/2018,2018,PG-13,108 min,Comedies,108
s5074,Movie,The Open House,"Matt Angel, Suzanne Coote",Canada,1/19/2018,2018,TV-MA,95 min,"Horror Movies, Thrillers",95
s5075,Movie,Bad Day for the Cut,Chris Baugh,United Kingdom,1/18/2018,2017,TV-MA,99 min,"Independent Movies, International Movies, Thrillers",99
s5077,Movie,Arango y Sanint: Ríase el show,"Raúl Campos, Jan Suter",Colombia,1/17/2018,2018,TV-MA,62 min,Stand-Up Comedy,62
s5080,Movie,Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra",Soviet Union,1/15/2018,1980,TV-14,147 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",147
s5081,Movie,Pyar Ke Do Pal,Rajiv Mehra,India,1/15/2018,1986,TV-14,153 min,"Dramas, International Movies, Music & Musicals",153
s5082,Movie,Rip Tide,Rhiannon Bannenberg,Australia,1/15/2018,2017,TV-PG,87 min,"Children & Family Movies, Dramas, Sports Movies",87
s5084,Movie,Milada,David Mrnka,Czech Republic,1/12/2018,2017,TV-14,124 min,"Dramas, International Movies",124
s5085,Movie,The Polka King,Maya Forbes,United States,1/12/2018,2018,TV-14,94 min,"Comedies, Independent Movies",94
s5086,Movie,The Reservoir Game,Choi Jin-seong,South Korea,1/12/2018,2017,TV-MA,100 min,"Documentaries, International Movies",100
s5087,Movie,Tom Segura: Disgraceful,Jay Karas,United States,1/12/2018,2018,TV-MA,71 min,Stand-Up Comedy,71
s5089,Movie,The House Next Door,Milind Rau,India,1/9/2018,2017,TV-MA,135 min,"Horror Movies, International Movies, Thrillers",135
s5092,Movie,Before I Wake,Mike Flanagan,United States,1/5/2018,2016,PG-13,97 min,"Horror Movies, Thrillers",97
s5094,Movie,Mustang Island,Craig Elrod,United States,1/2/2018,2017,TV-14,86 min,"Comedies, Dramas, Independent Movies",86
s5095,Movie,Eve's Apple,Jose Manuel Colón,Spain,1/1/2018,2017,TV-MA,91 min,"Documentaries, International Movies",91
s5102,Movie,Fun Mom Dinner,Alethea Jones,United States,12/31/2017,2017,R,82 min,"Comedies, International Movies",82
s5103,Movie,Goon: Last of the Enforcers,Jay Baruchel,Canada,12/30/2017,2016,R,102 min,"Comedies, International Movies, Sports Movies",102
s5105,Movie,The Climb,Ludovic Bernard,France,12/29/2017,2017,TV-14,105 min,"Action & Adventure, Comedies, Dramas",105
s5107,Movie,Bibi & Tina: Tohuwabohu Total,Detlev Buck,Germany,12/27/2017,2017,TV-14,106 min,"Children & Family Movies, Music & Musicals",106
s5108,Movie,Mr. Roosevelt,Noël Wells,United States,12/26/2017,2017,TV-MA,91 min,"Comedies, Independent Movies",91
s5109,Movie,Todd Barry: Spicy Honey,Jay Chapman,United States,12/26/2017,2017,TV-MA,61 min,Stand-Up Comedy,61
s5111,Movie,Creep 2,Patrick Brice,United States,12/23/2017,2017,TV-MA,80 min,"Horror Movies, Independent Movies, Thrillers",80
s5114,Movie,Bright,David Ayer,United States,12/22/2017,2017,TV-MA,118 min,"Action & Adventure, Sci-Fi & Fantasy",118
s5115,Movie,Desire,Diego Kaplan,Argentina,12/21/2017,2017,TV-MA,94 min,"Dramas, International Movies, Romantic Movies",94
s5116,Movie,48 Christmas Wishes,"Marco Deufemia, Justin G. Dyck",Canada,12/20/2017,2017,TV-G,84 min,"Children & Family Movies, Comedies",84
s5117,Movie,Jeremiah Tower: The Last Magnificent,Lydia Tenaglia,Mexico,12/20/2017,2016,R,103 min,Documentaries,103
s5118,Movie,Russell Howard: Recalibrate,Peter Orton,United Kingdom,12/19/2017,2017,TV-MA,69 min,Stand-Up Comedy,69
s5122,Movie,Christmas Inheritance,Ernie Barbarash,United States,12/15/2017,2017,TV-G,105 min,"Dramas, International Movies, Romantic Movies",105
s5123,Movie,Muramba,Varun Narvekar,India,12/15/2017,2017,TV-MA,128 min,"Comedies, Dramas, International Movies",128
s5124,Movie,Pottersville,Seth Henrikson,United States,12/15/2017,2017,PG-13,86 min,"Comedies, Independent Movies",86
s5125,Movie,Seoul Searching,Benson Lee,South Korea,12/15/2017,2015,TV-MA,109 min,"Comedies, Dramas, International Movies",109
s5128,Movie,Judd Apatow: The Return,Marcus Raboy,United States,12/12/2017,2017,TV-MA,70 min,Stand-Up Comedy,70
s5130,Movie,El Camino Christmas,David E. Talbert,United States,12/8/2017,2017,TV-MA,89 min,"Comedies, Dramas",89
s5131,Movie,Jaal,Umesh Mehra,India,12/8/2017,1986,TV-14,162 min,"Action & Adventure, International Movies",162
s5132,Movie,Shikari,"Latif Faiziyev, Umesh Mehra",India,12/8/2017,1991,TV-14,163 min,"Dramas, International Movies, Music & Musicals",163
s5133,Movie,The Secret,Drew Heriot,Australia,12/7/2017,2006,TV-14,91 min,"Documentaries, Faith & Spirituality",91
s5134,Movie,Trolls Holiday Special,Joel Crawford,United States,12/6/2017,2017,TV-Y7,27 min,"Children & Family Movies, Comedies, Music & Musicals",27
s5135,Movie,Craig Ferguson: Tickle Fight,Jay Chapman,United States,12/5/2017,2017,TV-MA,67 min,Stand-Up Comedy,67
s5136,Movie,Jab Harry Met Sejal,Imtiaz Ali,India,12/2/2017,2017,TV-MA,142 min,"Comedies, International Movies, Romantic Movies",142
s5137,Movie,Temple,Michael Barrett,Japan,12/2/2017,2017,TV-MA,78 min,"Horror Movies, Independent Movies",78
s5138,Movie,A StoryBots Christmas,"Evan Spiridellis, Jeff Gill",United States,12/1/2017,2017,TV-Y,26 min,"Children & Family Movies, Comedies",26
s5143,Movie,Monster Island,Leopoldo Aguilar,India,12/1/2017,2017,TV-Y7,81 min,Children & Family Movies,81
s5144,Movie,My Happy Family,"Nana Ekvtimishvili, Simon Gross",Georgia,12/1/2017,2017,TV-14,119 min,"Dramas, Independent Movies, International Movies",119
s5205,Movie,Jack Whitehall: At Large,Brian Klein,United Kingdom,10/24/2017,2017,TV-MA,68 min,Stand-Up Comedy,68
s5147,Movie,The Worthy,Ali F. Mostafa,United Arab Emirates,12/1/2017,2016,TV-MA,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers",99
s5149,Movie,Voyeur,"Myles Kane, Josh Koury",United States,12/1/2017,2017,TV-MA,96 min,Documentaries,96
s5152,Movie,Poster Boys,Shreyas Talpade,India,11/27/2017,2017,PG-13,128 min,"Comedies, International Movies",128
s5153,Movie,Cuba and the Cameraman,Jon Alpert,United States,11/24/2017,2017,TV-14,114 min,Documentaries,114
s5154,Movie,The Girl from the Song,Ibai Abad,Spain,11/24/2017,2016,TV-MA,101 min,"Dramas, Independent Movies, International Movies",101
s5159,Movie,Barbra: The Music ... The Mem'ries ... The Magic!,"Barbra Streisand, Jim Gable",United States,11/22/2017,2017,TV-14,109 min,Music & Musicals,109
s5161,Movie,Beat Bugs: All Together Now,Josh Wakely,Australia,11/21/2017,2017,TV-Y,51 min,"Children & Family Movies, Music & Musicals",51
s5162,Movie,Brian Regan: Nunchucks and Flamethrowers,Troy Miller,United States,11/21/2017,2017,TV-PG,61 min,Stand-Up Comedy,61
s5163,Movie,Saving Capitalism,Jacob Kornbluth,United States,11/21/2017,2017,TV-PG,73 min,Documentaries,73
s5164,Movie,A Christmas Prince,Alex Zamm,United States,11/17/2017,2017,TV-PG,92 min,"Children & Family Movies, Dramas, Romantic Movies",92
s5165,Movie,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,Canada,11/17/2017,2017,TV-MA,94 min,Documentaries,94
s5168,Movie,Mudbound,Dee Rees,United States,11/17/2017,2017,R,135 min,"Dramas, Independent Movies",135
s5172,Movie,DeRay Davis: How to Act Black,Marcus Raboy,United States,11/14/2017,2017,TV-MA,66 min,Stand-Up Comedy,66
s5173,Movie,Bon Cop Bad Cop 2,Alain Desrochers,Canada,11/11/2017,2017,TV-MA,126 min,"Action & Adventure, Comedies, International Movies",126
s5177,Movie,Mea Culpa,"Raúl Campos, Jan Suter",Mexico,11/10/2017,2017,TV-MA,54 min,Stand-Up Comedy,54
s5178,Movie,The Killer,Marcelo Galvão,Brazil,11/10/2017,2017,TV-MA,100 min,"Action & Adventure, International Movies",100
s5180,Movie,Jerry Seinfeld: Comedian,Christian Charles,United States,11/7/2017,2002,R,81 min,Documentaries,81
s5182,Movie,The Journey Is the Destination,Bronwen Hughes,United States,11/7/2017,2016,R,123 min,Dramas,123
s5183,Movie,Let It Fall: Los Angeles 1982-1992,John Ridley,United States,11/6/2017,2017,TV-MA,144 min,Documentaries,144
s5184,Movie,Mubarakan,Anees Bazmee,India,11/5/2017,2017,PG-13,153 min,"Comedies, Dramas, International Movies",153
s5187,Movie,Bandie,Alo Sarkar,India,11/1/2017,1978,TV-PG,141 min,"Action & Adventure, Dramas, International Movies",141
s5188,Movie,Getaway Plan,Iñaki Dorronsoro,Spain,11/1/2017,2016,TV-MA,104 min,"International Movies, Thrillers",104
s5189,Movie,Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed",United Arab Emirates,11/1/2017,2016,TV-PG,97 min,"Action & Adventure, Dramas, International Movies",97
s5190,Movie,Pettersson and Findus 2,Ali Samadi Ahadi,Germany,11/1/2017,2016,TV-G,82 min,"Children & Family Movies, Comedies",82
s5191,Movie,The Bittersweet,D Ho,China,11/1/2017,2017,TV-MA,98 min,"Action & Adventure, Dramas, International Movies",98
s5197,Movie,Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,United States,10/31/2017,2017,TV-MA,84 min,Stand-Up Comedy,84
s5198,Movie,The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,United States,10/31/2017,2016,R,76 min,Documentaries,76
s5199,Movie,SPF-18,Alex Israel,United States,10/30/2017,2017,PG-13,75 min,"Dramas, Romantic Movies, Sports Movies",75
s5200,Movie,Pup Star: Better 2Gether,Robert Vince,Canada,10/28/2017,2017,PG,93 min,"Children & Family Movies, Comedies",93
s5202,Movie,Joan Didion: The Center Will Not Hold,Griffin Dunne,United States,10/27/2017,2017,TV-14,98 min,Documentaries,98
s5203,Movie,Strange Weather,Katherine Dieckmann,United States,10/26/2017,2016,R,91 min,"Dramas, Independent Movies",91
s5204,Movie,The Hateful Eight,Quentin Tarantino,United States,10/25/2017,2015,R,168 min,"Action & Adventure, Thrillers",168
s5208,Movie,1922,Zak Hilditch,United States,10/20/2017,2017,TV-MA,103 min,"Dramas, Thrillers",103
s5210,Movie,One of Us,"Heidi Ewing, Rachel Grady",United States,10/20/2017,2017,TV-14,95 min,Documentaries,95
s5212,Movie,Wheelman,Jeremy Rush,United States,10/20/2017,2017,TV-MA,82 min,Action & Adventure,82
s5213,Movie,Wedding Unplanned,Reem Kherici,France,10/19/2017,2017,TV-MA,94 min,"Comedies, International Movies, Romantic Movies",94
s5214,Movie,Patton Oswalt: Annihilation,Bobcat Goldthwait,United States,10/17/2017,2017,TV-MA,66 min,Stand-Up Comedy,66
s5215,Movie,Baadshaho,Milan Luthria,India,10/16/2017,2017,TV-14,135 min,"Action & Adventure, International Movies",135
s5218,Movie,Lucknow Central,Ranjit Tiwari,India,10/16/2017,2017,TV-14,144 min,"Dramas, International Movies, Music & Musicals",144
s5219,Movie,Belief: The Possession of Janet Moses,David Stubbs,New Zealand,10/15/2017,2015,TV-MA,90 min,"Documentaries, International Movies",90
s5221,Movie,Singapore,Shakti Samanta,India,10/15/2017,1960,TV-PG,158 min,"Comedies, Dramas, International Movies",158
s5223,Movie,Blessed Benefit,Mahmoud al Massad,Germany,10/13/2017,2016,TV-14,83 min,"Comedies, Dramas, International Movies",83
s5224,Movie,Clair Obscur,Yesim Ustaoglu,Turkey,10/13/2017,2016,TV-MA,102 min,"Dramas, International Movies",102
s5225,Movie,"El Especial de Alex Fernández, el Especial",Jan Suter,Mexico,10/13/2017,2017,TV-MA,52 min,Stand-Up Comedy,52
s5226,Movie,Kingdom of Us,Lucy Cohen,United Kingdom,10/13/2017,2017,TV-MA,110 min,Documentaries,110
s5227,Movie,The Babysitter,McG,United States,10/13/2017,2017,TV-MA,85 min,"Comedies, Horror Movies",85
s5228,Movie,The Meyerowitz Stories (New and Selected),Noah Baumbach,United States,10/13/2017,2017,TV-MA,113 min,"Comedies, Dramas, Independent Movies",113
s5229,Movie,Barakah Meets Barakah,Mahmoud Sabbagh,Saudi Arabia,10/12/2017,2016,TV-MA,88 min,"Comedies, International Movies, Romantic Movies",88
s5230,Movie,Bomb Scared,Borja Cobeaga,Spain,10/12/2017,2017,TV-MA,89 min,"Comedies, Independent Movies, International Movies",89
s5231,Movie,Christina P: Mother Inferior,Jay Karas,United States,10/10/2017,2017,TV-MA,59 min,Stand-Up Comedy,59
s5234,Movie,The Death and Life of Marsha P. Johnson,David France,Greece,10/6/2017,2017,TV-MA,106 min,"Documentaries, LGBTQ Movies",106
s5235,Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,United States,10/3/2017,2017,TV-MA,66 min,Stand-Up Comedy,66
s5236,Movie,26 Years,Geun-hyun Cho,South Korea,10/1/2017,2012,TV-MA,135 min,"Dramas, International Movies, Thrillers",135
s5239,Movie,For Your Own Good,Carlos Therón,Spain,10/1/2017,2017,TV-MA,93 min,"Comedies, International Movies",93
s5240,Movie,Franca: Chaos and Creation,Francesco Carrozzini,United States,10/1/2017,2016,TV-MA,79 min,"Documentaries, International Movies",79
s5241,Movie,Generation Iron 2,Vlad Yudin,United States,10/1/2017,2017,PG-13,107 min,"Documentaries, Sports Movies",107
s5242,Movie,Ghost Patrol,Karen J. Lloyd,Canada,10/1/2017,2016,TV-Y7,47 min,"Children & Family Movies, Comedies",47
s5249,Movie,The Lion Woman,Vibeke Idsøe,Norway,10/1/2017,2016,TV-14,118 min,"Dramas, International Movies",118
s5250,Movie,Verónica,"Carlos Algara, Alejandro Martinez-Beltran",Mexico,10/1/2017,2017,TV-MA,81 min,"Dramas, Independent Movies, International Movies",81
s5257,Movie,Out of Thin Air,Dylan Howitt,Not Given,9/29/2017,2017,TV-MA,85 min,"Documentaries, International Movies",85
s5253,Movie,Gerald's Game,Mike Flanagan,United States,9/29/2017,2017,TV-MA,103 min,"Horror Movies, Thrillers",103
s5254,Movie,Long Shot,Jacob LaMendola,United States,9/29/2017,2017,TV-14,40 min,Documentaries,40
s5256,Movie,Our Souls at Night,Ritesh Batra,United States,9/29/2017,2017,TV-14,103 min,"Dramas, Romantic Movies",103
s5261,Movie,Much Loved,Nabil Ayouch,France,9/27/2017,2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies",104
s5262,Movie,Def Comedy Jam 25,Louis J. Horvitz,United States,9/26/2017,2017,TV-MA,82 min,Stand-Up Comedy,82
s5265,Movie,Swearnet: The Movie,Warren P. Sonoda,Canada,9/24/2017,2014,NC-17,112 min,"Comedies, International Movies",112
s5266,Movie,The Bar,Álex de la Iglesia,Spain,9/24/2017,2017,TV-MA,102 min,"Comedies, Horror Movies, International Movies",102
s5267,Movie,Gaga: Five Foot Two,Chris Moukarbel,United States,9/22/2017,2017,TV-MA,101 min,"Documentaries, Music & Musicals",101
s5268,Movie,The Bad Batch,Ana Lily Amirpour,United States,9/22/2017,2016,R,119 min,"Dramas, Independent Movies, Thrillers",119
s5269,Movie,Jerry Before Seinfeld,Michael Bonfiglio,United States,9/19/2017,2017,TV-14,62 min,Stand-Up Comedy,62
s5270,Movie,Barbie Dolphin Magic,Conrad Helten,United States,9/18/2017,2017,TV-Y,64 min,Children & Family Movies,64
s5271,Movie,First They Killed My Father,Angelina Jolie,Cambodia,9/15/2017,2017,TV-MA,137 min,Dramas,137
s5272,Movie,Strong Island,Yance Ford,United States,9/15/2017,2017,TV-MA,108 min,Documentaries,108
s5282,Movie,Joaquín Reyes: Una y no más,José Miguel Contreras,Not Given,9/8/2017,2017,TV-MA,78 min,Stand-Up Comedy,78
s5274,Movie,Ghost of the Mountains,Ben Wallis,United States,9/13/2017,2017,G,78 min,"Children & Family Movies, Documentaries",78
s5276,Movie,Heroin(e),Elaine McMillion Sheldon,United States,9/12/2017,2017,TV-14,40 min,Documentaries,40
s5277,Movie,Jeff Dunham: Relative Disaster,Michael Simon,United States,9/12/2017,2017,TV-MA,71 min,Stand-Up Comedy,71
s5278,Movie,#realityhigh,Fernando Lebrija,United States,9/8/2017,2017,TV-14,99 min,Comedies,99
s5280,Movie,Fabrizio Copano: Solo pienso en mi,"Rodrigo Toro, Francisco Schultz",Chile,9/8/2017,2017,TV-MA,60 min,Stand-Up Comedy,60
s5283,Movie,Carrie Pilby,Susan Johnson,United States,9/5/2017,2016,TV-MA,98 min,"Comedies, Dramas",98
s5284,Movie,Marc Maron: Too Real,Lynn Shelton,United States,9/5/2017,2017,TV-MA,70 min,Stand-Up Comedy,70
s5291,Movie,Aakhri Adaalat,Rajiv Mehra,India,9/1/2017,1988,TV-14,148 min,"Action & Adventure, International Movies",148
s5293,Movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,Japan,9/1/2017,2012,TV-MA,92 min,"Action & Adventure, Anime Features, International Movies",92
s5294,Movie,Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,Japan,9/1/2017,2013,TV-MA,107 min,"Action & Adventure, Anime Features, International Movies",107
s5295,Movie,Brother's Shadow,Todd S. Yellin,United States,9/1/2017,2006,TV-MA,90 min,"Dramas, Independent Movies",90
s5297,Movie,Ek Jaan Hain Hum,Rajiv Mehra,India,9/1/2017,1983,TV-14,151 min,"Dramas, International Movies, Music & Musicals",151
s5301,Movie,Khoon Khoon,Mohammed Hussain,India,9/1/2017,1973,TV-14,132 min,"Action & Adventure, International Movies",132
s5303,Movie,Little Evil,Eli Craig,United States,9/1/2017,2017,TV-MA,95 min,"Comedies, Horror Movies",95
s5304,Movie,Manoranjan,Shammi Kapoor,India,9/1/2017,1974,TV-14,162 min,"Comedies, International Movies, Music & Musicals",162
s5305,Movie,Mujrim,Umesh Mehra,India,9/1/2017,1989,TV-14,163 min,"Action & Adventure, Dramas, International Movies",163
s5307,Movie,Offline - Das leben ist kein bonuslevel,Florian Schnell,Germany,9/1/2017,2016,TV-MA,89 min,"Action & Adventure, Comedies, International Movies",89
s5308,Movie,Resurface,"Josh Izenberg, Wynn Padula",United States,9/1/2017,2017,TV-MA,28 min,"Documentaries, Sports Movies",28
s5309,Movie,Rocco,"Thierry Demaizière, Alban Teurlai",France,9/1/2017,2016,TV-MA,103 min,"Documentaries, International Movies",103
s5310,Movie,Sohni Mahiwal,"Latif Faiziyev, Umesh Mehra",India,9/1/2017,1984,TV-14,160 min,"Dramas, International Movies, Romantic Movies",160
s5311,Movie,The Distinguished Citizen,"Gastón Duprat, Mariano Cohn",Argentina,9/1/2017,2016,TV-MA,113 min,"Comedies, Dramas, International Movies",113
s5312,Movie,The Guardian Brothers,Gary Wang,China,9/1/2017,2016,TV-G,86 min,"Children & Family Movies, Comedies",86
s5313,Movie,The Last Shaman,Raz Degan,United Kingdom,9/1/2017,2016,TV-14,83 min,"Documentaries, International Movies",83
s5314,Movie,The Lost Brother,Israel Adrián Caetano,Argentina,9/1/2017,2017,TV-MA,113 min,"Dramas, International Movies",113
s5315,Movie,Todo Sobre El Asado,"Mariano Cohn, Gastón Duprat",Argentina,9/1/2017,2016,TV-MA,86 min,"Documentaries, International Movies",86
s5316,Movie,Ryan Hamilton: Happy Face,Marcus Raboy,United States,8/29/2017,2017,TV-14,57 min,Stand-Up Comedy,57
s5317,Movie,Buster's Mal Heart,Sarah Adina Smith,United States,8/26/2017,2016,TV-MA,98 min,"Independent Movies, Thrillers",98
s5318,Movie,Berlin Syndrome,Cate Shortland,Australia,8/25/2017,2017,R,116 min,"International Movies, Thrillers",116
s5319,Movie,Death Note,Adam Wingard,United States,8/25/2017,2017,TV-MA,100 min,"Horror Movies, Thrillers",100
s5320,Movie,Lynne Koplitz: Hormonal Beast,Marcus Raboy,United States,8/22/2017,2017,TV-MA,51 min,Stand-Up Comedy,51
s5323,Movie,Undefeated,"Daniel Lindsay, T.J. Martin",United States,8/18/2017,2011,PG-13,113 min,"Documentaries, Sports Movies",113
